uid,profile,anime_uid,text,score,scores,link
19642,Leyvon,4181,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           10 
         
                   
             Animation 
             10 
           
           
             Sound 
             10 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    When i tought u couldnt make clannad any better i was wrong the second season was Legendary for me.  
 
The romance got turned down but the drama got turned up by alot. This part of clannad focuses more on tomoya and his relationship to his little daughter ushio. So if ur looking for abit more drama then u will not be disapointed but if u want the same feeling as in the first season then perhaps you get alittle disapointed.

          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=19642
89373,Sime3134,4181,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           9 
         
                   
             Animation 
             9 
           
           
             Sound 
             9 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    This animé is beautiful, it's a work of magic. 
As I begun to watch this series I thought it was nothing special but oh, how wrong I was. It seemed like one of those high-school dramas. It was, but not in the way you would think. CLANNAD After Story is filled with both humor and despair, something that's hard to fuse in an animé. However, in CLANNAD they succeeded with a perfect contrast. It may seem boring from the start and maybe you'll think about it like a direct continuation of CLANNAD, but After Story is actually a lot different and it definitely has a deeper meaning.  
One tip, watch it. 


          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '9', 'Animation': '9', 'Sound': '9', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=89373
177543,desinoh,4181,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           9 
         
         
           Story 
           9 
         
                   
             Animation 
             7 
           
           
             Sound 
             8 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    So this is gonna be a really short review because most people lose attention in under a minute. 
 
The first season of Clannad really disappointed me because it was slow and boring. I came into the second season really expecting to find the exact same thing. 
 
The first maybe 10 episodes or so are also like the first season. boring. However. after that is when things really start to get good. If you have dropped this series and only watched the first season, or the first 10 episodes of the second season, I would HIGHLY recommend you to continue watching this until the very end. 
 
-SPOILERS AHEAD- 
 
I cry when watching just about ANY anime but I cried about 5x as much during this anime. When Nagisa died I really did get depressed about the whole thing and wanted to drop it but I ended up watching the rest and really did enjoy it. When Ushio died on the other hand, I really didn't know what to think as I didn't think anything good was really gonna come of the rest of the series. I didn't understand what happened in episode 22 for a LONG time but I really did enjoy the fact that this series got to have a happy ending. To this day I'm not really sure if that ending was implemented to prevent thousands people from committing suicide, or if they really wanted a weird ending as that. Also, the hidden world stuff seemed very sketchy throughout the whole series.  
 
Overall, I give this anime a 9/10 because of the well-rounded characters and plot. I also very appreciated the happy ending because I was thinking of never watching anime ever again.

          
 
       Helpful 
   
      ",9,"{'Overall': '9', 'Story': '9', 'Animation': '7', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=177543
87849,GinKagu,4181,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           9 
         
         
           Story 
           10 
         
                   
             Animation 
             8 
           
           
             Sound 
             7 
           
                 
           Character 
           9 
         
         
           Enjoyment 
           9 
         
       
     

                    
    “If you feel like crying you shouldn′t hold back your tears. 
You should let it all out while you still can.. because when you get bigger sometimes you can’t cry even if you have something to cry about.” 
 
Without drama, how will our lives be now? Will we be all happy-go-lucky and not think of disappointing things? Maybe; Well, I′m a sucker when it comes to Dramas. No, really. I hate it. It′s not that I hate Dramas, what I hate is me being a crybaby and a sucker when watching Drama-Romance Anime. Especially when there′s tragedy involved. OH HELL NO. I can′t stand it, it′s like I want to bawl my eyes out all day; But nevertheless, Dramas are one of the most popular genres, which, I like a lot, next to slapstick comedy, that is. Drama has it's own excellent attributes, and one of it is to make us shed manly tears. 
 
After Story made a huge impact on me, I was greatly dumbfounded by it's perfectness. It changed a lot of things for me; on how I view Drama-Romance anime, how a certain death can lead your life to going down. It′s hard to not shed a tear while After Story is playing right before your very eyes. 
 
Afterstory is all about, Love, Family, Grief, Happiness, Sorrow and Relationship. 
And how they prove that not all stories have a happy ending and that not everything are meant to happen the way they desire. All of this will be told by a certain person′s point of view, or how he views these “ends” and “endings” from his current standing and his current life. 
 
After Story is the continuation of the not-so-sad CLANNAD. We′re still in Tomoya′s perspective and point of view of the story, which is, perfect for viewing a certain person's life and beliefs. Although here in After Story, a lot of aspects and points from the prequel had changed. But that's what made the story and plot even more outstanding. 
 
The latter continues from where CLANNAD left off -- the path where Okazaki Tomoya is walking at -- Tomoya confessed and asked Nagisa out. Isn′t that a happy thing? Yes, it IS. After watching this scene, you′ll start to think that, things are going pretty well. And sure that it′ll have a happy ending; All of us want to have a happy ending in our lives, all of us want to experience love--to love someone and to be loved. Loving someone isn′t just a simple game that you play. You′ll experience lots of hardships, you′ll need to overcome obstacles if you want to be happy; And that′s what Nagisa and Tomoya were experiencing during the time that both of them fell in love with each other. 
 
Finally, after decades of waiting, ROMANCE barges in! I know we′ve all been waiting for this. And it really was worth the wait. After Story, being a Romance Anime isn′t all about love or full of 'cheesy' moments. Do not forget the Slice of Life here. The genres in After Story were distributed and divided really great. I like how when there′s romance, there′ll be an insert of drama or comedy from time to time. 
 
I really like how all the genres were mixed in After Story, but the genre who′s in majority is the DRAMA. After Story is an absolute tear-jerker; understanding the story from Tomoya′s perspective and point of view is one of the most saddest things to witness. 
 
The characters involved in the story had great roles which left a great memory and impact on me. I really like the mix of characters in the story: A Tsundere? I approve. A loli. A kuudere. A normal guy. A pervert. A dandere. They had great roles! All of them were part of Tomoya′s journey. 
 
I wouldn′t really call this as 'Enjoyment', rather, for me, this story isn′t enjoyable at all - in a comedic way. Albeit, After Story is much that of a super tear-jerker story. But we′ll use the term 'enjoyed' here on: I really enjoyed watching and witnessing the story of the people involved in After Story. All of the relationships were greatly pushed down to leave a mark. 
 
After Story had taught us lots of things: Having your own family is on of the best things in the world. It taught us that even the death of one person can break you down. It′s not all about SMILES and LAUGHS. From time to time, you need to let it all out. 
 
All I can is, people who were dearest to you that are now gone, must not let you down. You need to stand tall and be strong, no matter how much grief you′re feeling. Surely, it was a huge loss to you - but look on the bright side, there′s an 'alternate ending' waiting for you. 
 
Who knows. It might just be a nightmare and you′ll soon wake up from it. Think of all the good things. Don't think that nothing would change; every little thing and person in the world undergoes changes. And you′ll experience something far from what you expected. 
 
So just sit back and let the one-of-the-most-outstanding story take you away from your little world.

          
 
       Helpful 
   
      ",9,"{'Overall': '9', 'Story': '10', 'Animation': '8', 'Sound': '7', 'Character': '9', 'Enjoyment': '9'}",https://myanimelist.net/reviews.php?id=87849
88705,Itaku,4181,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           5 
         
         
           Story 
           8 
         
                   
             Animation 
             7 
           
           
             Sound 
             7 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           3 
         
       
     

                    
    If you watched the first Clannad and loved it, don't assume you'll love this one too. Clannad After Story is a completely different anime, while the first one is bound to appeal to audiences of all ages, this one is a lot more psychological and will not appeal to the same audience as its prequel. 
 
To put it simply, this is a tragic story and if you're not into that kind of thing I'd advice not watching this. 
 
It is by no means a bad anime though, I just feel like it is completely misleading, seeing as it is a sequel to a rather uplifting and jolly anime. I loved the first Clannad and I came to After Story expecting the same thing just with some final closure, instead I got something completely different.

          
 
       Helpful 
   
      ",5,"{'Overall': '5', 'Story': '8', 'Animation': '7', 'Sound': '7', 'Character': '8', 'Enjoyment': '3'}",https://myanimelist.net/reviews.php?id=88705
19654,Lucryllin,4181,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           10 
         
                   
             Animation 
             10 
           
           
             Sound 
             10 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    This is my first review so bear with me. 
 
I went into watching Clannad ~After Story~ right after having finished watching Clannad.  I was intrigued by how the story had flowed and by how brilliantly its creator had managed to capture the energy that comes with life in this series.  I was amazed even further as the story continued beyond your typical slice-of-life anime to show the lives of the characters as they continued along their chosen paths. 
 
Clannad ~After Story~ is more serious than Clannad was.  It does not, however, step right into a serious atmosphere, but instead flows the storyline naturally into the serious atmosphere as our own lives do.  It retains the happy moments that make you burst out laughing so hard you almost cry, but not at the cost of the story or the serious moments.  It continues to deliver on the atmospheres that the anime creates, no matter how sad, happy, or weird they may be. 
 
Unlike the typical slice-of-life anime, Clannad ~After Story~ dares to be different.  Instead of focusing a little on the pain that life brings and the joys that there are to replace them; it focuses on the reality of life as it is and the mindsets that are sometimes born from the joy or harshness of reality.  Despite doing so, it's not worth turning one's back on this anime simply because it focuses on reality as it is, instead of how we wish it to be.  That is not to say though that this anime focuses entirely on the negative.  Quite the contrary.  Instead, it gets you thinking on how we truly perceive the world around us.  If you are negative, then yes, you will see only the negative in this anime.  Positive, you'll see the joy that's hidden here. 
 
This anime is a must watch.  It has the rare ability to worm its way into the hearts of its viewers.  Deeper in fact if they've seen Clannad beforehand.  Equally, it dares to delve deeper than most anime wish to risk and does so in a way that does not leave the watcher hating the anime for it.  10/10.

          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=19654
307212,SieghartTheMage,1253,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           8 
         
         
           Story 
           8 
         
                   
             Animation 
             8 
           
           
             Sound 
             8 
           
                 
           Character 
           6 
         
         
           Enjoyment 
           9 
         
       
     

                    
    The continuation, with the part of the underworld. You immediately notice a change of style. If the first part (Hades Sanctuary) had dared, with some changes to the story and a bit of CG in the graphics, here we essentially stick to the manga faithfully, without even great animations. 
 
History manages to remain good, in the Underworld with Dante inspiration. The main problem is that that feeling of war is missing, the characters are scattered, and of serious battles, in true Saint Seiya style, there are very few.  
 
A fairly painful key is the characterization of the enemies. Except for Rhadamanthys, already presented in the previous part, most of the specters lack charisma, they save just a couple. 
 
Of course, there are some good parentheses (like that of Orpheus), some unexpected twists, some badass moments for a couple of characters, and an epic closure, but in general you feel that something is missing in this part. 


          
 
       Helpful 
   
      ",8,"{'Overall': '8', 'Story': '8', 'Animation': '8', 'Sound': '8', 'Character': '6', 'Enjoyment': '9'}",https://myanimelist.net/reviews.php?id=307212
303667,ggultra2764,1425,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           7 
         
         
           Story 
           7 
         
                   
             Animation 
             6 
           
           
             Sound 
             7 
           
                 
           Character 
           6 
         
         
           Enjoyment 
           7 
         
       
     

                    
    Also known as the Red Jacket Series, this second Lupin III TV anime appeared to combine elements of the manga with elements that were incorporated into the second half of the first series. Lupin's gang will steal from those who can take the loss and are either a criminal or some corrupt influential figure in society and will only resort to killing as a last resort or against criminals worst than they are. Fujiko making use of her body to get what she wants and Lupin's perversion are back, though these elements are somewhat toned down. Zenigata appeared to get the biggest shafting in this series as his character borders on incompetent and clueless in many episodes here, compared to when he was a more competent detective in other titles of the franchise who only fails to capture Lupin because of the thief being one step ahead of him when making an escape. 
 
Like the first series, many episodes in this second Lupin III series are non-linear and self-contained in their developments with each episode focused either on one of Lupin's heists, devoting focus to an element of one of his gang members/ Zenigata or dealing with a criminal threat within that episode. The writing in these episodes tend to vary ranging from subpar to very good as episodes that were grounded on a criminal element or Lupin's thievery were the highlight for me while any episode focused on some sci-fi or supernatural element got too out there for me with the show's comedy (most infamous case being an episode where Lupin and pals encounter a couple of giant ogres who make them into living shogi pieces). While the series is good at creating fresh episode plots to keep things from getting repetitive, the lack of any ongoing plot developments compared to modern incarnations of the Lupin III franchise may turn away some fans, especially with its lengthy 155 episode length. 
 
As to be expected of a series this old, the animation style is quite outdated with drab colors, simple details with scenery and character designs, and noticeable animation shortcuts and errors. However, a few later episodes directed by Hayao Miyazaki offer the anime's best visual presentation as their quality is more smoother with lining and there is noticeably more fluid animation compared to most other episodes within this series. Music had a mix of upbeat, energetic and tense tracks to compliment funny and serious moments within the show, including the signature Theme from Lupin III track used in two different versions for the anime's OP sequence. 
 
Overall, this second Lupin TV anime has the typical humor of the show that will make it a joy for fans of the classic anime character, though be warned the show's 150+ episode length and non-linearity may keep you from watching the series for its entire run. 

          
 
       Helpful 
   
      ",7,"{'Overall': '7', 'Story': '7', 'Animation': '6', 'Sound': '7', 'Character': '6', 'Enjoyment': '7'}",https://myanimelist.net/reviews.php?id=303667
147919,0Seru0,1425,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           7 
         
         
           Story 
           8 
         
                   
             Animation 
             6 
           
           
             Sound 
             6 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           8 
         
       
     

                    
    In Anime, there exists a few great works that structured the road and pioneered the way for those who came after them. Lupin the 3rd is one of those works. 
 
Starting the grandson of the first Lupin, Lupin the 3rd. Known all around the world for his thieving skills, charismatic personality, and monkey face. 
His gang of The marksman Gigen, the samurai Goemon, and the charming cat-thief Fujiko all link together for what to be a humorous set of adventures. 
The plot mostly consist of single-case episodes. Familiar faces pops-up every once a while, like Detective Zenigata, whose sole purpose in life is see Lupin behind bars. 
The series will take you into a world-tour journey as the great Lupin's adventures know no bounds! 
so you won't get bored of the same stages every episode. 
but you might get bored of its the simple nature, as the show itself is considered primitive, and you will find yourself laughing sometimes on things that were not made for that! (lazy drawings, goofy sounds) 
The staff behind the show like the animators and producers didn't really make a good impression, but you will love the classic voice actors who've done a great job with their characters. 
So basically, if you didn't like the characters, then you better off not wasting your time on 100+ eps anime with no serious plot. 
but if you do , then you will have your fare share of fun adventures and comical situations. 
I can finally describe this series as being very simple, yet very fun! 
The red-jacket Lupin is the best amongst the 3 Lupin TV series! and it made it possible for all the movies the came after it, much to the joy of the fans! 
 
This franchise has carved its mark on anime history, and it's on of those fine classics that any anime fan might want to check out

          
 
       Helpful 
   
      ",7,"{'Overall': '7', 'Story': '8', 'Animation': '6', 'Sound': '6', 'Character': '8', 'Enjoyment': '8'}",https://myanimelist.net/reviews.php?id=147919
189368,BowlingJD,1425,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           6 
         
         
           Story 
           5 
         
                   
             Animation 
             7 
           
           
             Sound 
             7 
           
                 
           Character 
           7 
         
         
           Enjoyment 
           6 
         
       
     

                    
    Much like Part I of Lupin, Part II is Lupin and the gang stealing a variety of items from all over the world all while being chased by Inspector Zenigata.  
 
Compared to part I, this Lupin is more family fun oriented. Meaning, more comedy, less violence relating to murder, and more heists focused on ""operation-based"" stealing. The art and sound has significantly improved to the prequel, which has held up today. Our man Miyazaki played a role in a number of episodes relating to directing, art, and background art. 
 
Naturally being an episodic anime, some episodes are better than others. It isn't until episode 50 where two-part episodes come in, and the series gets a boost in entertainment. 
 
This is a good anime running 155 episodes to gradually watch over time. Nothing wrong, but I still prefer the more mature style that Part I had.

          
 
       Helpful 
   
      ",6,"{'Overall': '6', 'Story': '5', 'Animation': '7', 'Sound': '7', 'Character': '7', 'Enjoyment': '6'}",https://myanimelist.net/reviews.php?id=189368
125071,Arbogast,1425,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           6 
         
         
           Story 
           6 
         
                   
             Animation 
             5 
           
           
             Sound 
             3 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           6 
         
       
     

                    
    After completing the first series which I enjoyed pretty much I immediately started watching this second one. And it really began good. Great episodes like their stay in Rio or the adventure with Nessie in Loch Ness, Scotland, are what I now simply call ""classic"".  
The problem with this series, though, is, that the episodes don't relate to each other. Ok, just watching one parter again and again can be fun, if you have to watch 155 episodes, though,  it can be really annyoing (I'm a Lupin fan ever since I watched some of the 90's films, so dropping was no option for me). This was also the reason I put this series on hold after about 40 episodes. 
 
Well, I continued watching it of course, moreover, I stumbled across  some nice to great episodes. One of them I'd like to highlight is Jigen's escape from Russia with a prima balerina. Amazing! 
However, after about 80 episodes the subtitles became horribly to read, why? Subtitles layed over other subtitles, really no fun. This continued until episode 130. 
 
As for the art and sound - don't expect anything too great. This anime aired from '77 to '80, besides, the music is mostly annyoing (especially the ""Super Hero"" song) 
 
In terms of characters...yaaay! Jigen Daisuke has become one of my most favourite ones while watching this series. Cool and calm, always ready to help Lupin, the womanizer out of his pinches. Lupin himself can be a pain in the ass, when he's trying to hit on women (and always fails xD). Goemon, who is cool, too and Fujiko complete the gang.  
Always persuing them is the (sometimes) lunatic Inspector Zenigata, a man who devoted his life apprehending Lupin bringing about more damage than he stops lol. 
 
All in all, if you watched the first series and you enjoyed it, this is a must watch, although there are so many horrible episodes. As a fan of the films I just had to watch this. And although I only give this a 6/10, I really don't feel as if I wasted my time watching it. The last episodes, by the way, where so good, that I'm looking forward to watching the third and last of the series.  
 
Thanks for reading x> !!! 


          
 
       Helpful 
   
      ",6,"{'Overall': '6', 'Story': '6', 'Animation': '5', 'Sound': '3', 'Character': '10', 'Enjoyment': '6'}",https://myanimelist.net/reviews.php?id=125071
96877,gwern,7588,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           7 
         
         
           Story 
           7 
         
                   
             Animation 
             6 
           
           
             Sound 
             6 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           8 
         
       
     

                    
    _House of Five Leaves_ leaves me nonplussed. Not really jidaigeki, not really revenge epic, not really drama, not really slice of life, not a particularly good depiction of Edo, I still never adjusted to the faces... (_House of Five Leaves_ would be more interesting if not for the faces alternately looking taken from _Kaiji_ or patterned after frogs. This is a problem for interpretation - I thought the female member was supposed to be deformed or ugly until the protagonist said she was beautiful!) I want to like it for being unusual, but I have to admit it gives me nothing to praise it for. It's just sort of flat - like Ishi or the protagonist.

          
 
       Helpful 
   
      ",7,"{'Overall': '7', 'Story': '7', 'Animation': '6', 'Sound': '6', 'Character': '8', 'Enjoyment': '8'}",https://myanimelist.net/reviews.php?id=96877
136093,greatyu,7588,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           7 
         
         
           Story 
           8 
         
                   
             Animation 
             7 
           
           
             Sound 
             7 
           
                 
           Character 
           8 
         
         
           Enjoyment 
           7 
         
       
     

                    
    Story(8) - The story is set in a medieval traditional Japanese period of Edo where we follow a curious Samurai, the whole story merely tackles a character's past which is definitely unique.  
 
Art(7) - One can say the eyes and mouth were drawn weird, and it failed to give the required characters the ""look"" It has that style where it's very difficult to recognize characters unless you observe carefully.  
 
Sound(7) - Traditional Japanese melodies with flutes and such, it gave the subtle and the calm atmosphere. Also i love the way where the musician was able to manipulate the traditional music to suit particular moods such as ""humor"" and ""nostalgia"" The voicing was good, especially Yaichi's.  
 
Character(8) - The characters were interesting, especially the main protagonist and some members he associates, the situation where all the characters merge together is impressive. You can pry into different personalities and learn something.  
 
Enjoyment(7) - I enjoyed it in a calm fashion, everything is calm in that anime, there are no unnecessary fights, no commotions, it fairly gets to the point. There are some surprises here and there which captivates the audience. Humor-wise it's actually lacking, but there were some moments.   
 
Overall(7) - I wouldn't really recommend to anyone who needs a Samurai-like atmosphere as there is no excitement of combats, but it truly gives you a medieval atmosphere merged with elements of sadness,philosophy and calmness. 

          
 
       Helpful 
   
      ",7,"{'Overall': '7', 'Story': '8', 'Animation': '7', 'Sound': '7', 'Character': '8', 'Enjoyment': '7'}",https://myanimelist.net/reviews.php?id=136093
29323,Slushpuppy282,7588,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           7 
         
         
           Story 
           7 
         
                   
             Animation 
             6 
           
           
             Sound 
             9 
           
                 
           Character 
           6 
         
         
           Enjoyment 
           0 
         
       
     

                    
    A very unique art style to go along with its equally unique plot idea and story flow. In order to for one to happily watch his anime, you would need to be truly interested in character development. It follows a very bland main character into a world with the most unconventional people. It's historic setting (Edo Period) being very commonly used was not overly exciting to see again, but it was well done none the less. I found it enjoyable because of how each character had depth and  a back-story (even if not revealed totally or at first). The action part was low in quantity, but the surprise moments of violence were excellent and exciting enough for me to continue watching. = )

          
 
       Helpful 
   
      ",7,"{'Overall': '7', 'Story': '7', 'Animation': '6', 'Sound': '9', 'Character': '6', 'Enjoyment': '0'}",https://myanimelist.net/reviews.php?id=29323
291833,mattpointon77,7588,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           9 
         
         
           Story 
           10 
         
                   
             Animation 
             6 
           
           
             Sound 
             6 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           9 
         
       
     

                    
    I gave this series a 9 rather than a 10 purely because of the artwork and the music. The storytelling and characters were excellent in all respects and I was glued from start to finish (I watched the lot in a single day). However, whilst most of the artwork was excellent, the style of how the faces of some characters were drawn (particularly the females) - sharp pointed noses, large vacant eyes and gash-like lips, caused me to struggle to empathise with them. And the theme tunes were awful which is a shame as some of the music in the actual episodes was great. Thankfully, no annoying chibi characters, although the cat came close at times.

          
 
       Helpful 
   
      ",9,"{'Overall': '9', 'Story': '10', 'Animation': '6', 'Sound': '6', 'Character': '10', 'Enjoyment': '9'}",https://myanimelist.net/reviews.php?id=291833
256076,SamuraiSteve,7588,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           10 
         
                   
             Animation 
             10 
           
           
             Sound 
             10 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    Let me preface.  This is my favorite anime.  If you enjoyed Kaiba, Cowboy Bebop, or Usagi Drop, check this out. 
 
That said, I am a fan of character-driven stories and storytelling consisting of more show than tell.  Above all, Saraiya Goyou is in my book a masterpiece because of the adept, layered plot and well-paced story.  I must warn you, since I love this show so much, this review will be long and detailed.   
 
Starting with story (10/10), a social outcast, but skilled sworsdsman for hire, Akitsu,  
 is introduced.  Many anime titles (generic ones typically) would attempt to redeem the character, with the character we love proving him/her to the world.  This marks Saraiya Goyou as smart, breaking conventions. The story unravels the psyche of the main character and others over time.  As it is a Slice of Life, it also attempts to offer a glimpse of the real, sometimes harsh samurai world.  Yet it does so in a slow and relaxing manner, forcing you to feel sentimental, perhaps even pensive.  Story is a major asset of Saaiya Goyou, as every aspect of it (music, characters, art, etc.) are interwoven  through the world, without inconsistency.  World building is the strongest aspect of this series.  The tremendous depth of characters as we see their emotions painted across their faces, lets us dig deeper into a time, setting, and ultimately an individual.   
 
The art (10/10) of Saraiya Gayou is strong, if it does not rub you the wrong way.  Many would most likely be turned off if only fans of moe, shonen, etc.  This title is much more serious, therefore art follows suit.  The art is difficult for some people  because, although original, it is stylized.  Really, it fits well with all other aspects of the show, as it is both unconventional, and easily conveys expressions and gestures of characters, and helps establish the setting (a difficult feat for art to accomplish).  For example, the color palette is dreary, adding to the melancholic mood.  
 Animation is similar to what would be expected in a late 90's-mid 00's  anime, but everyone knows that is the best time for anime anyway.   
 
Admittedly, sound (10/10) is not something I spend much attention to, unless a score is otherworldly.  The score is similar to Mushishi's, quiet yet memorable, minimal and appropriate.  
 
The characters (10/10) are basically the plot, in that they are integral to the story; yes, all of them.  I will say that each character has their quirks and background.  We learn about them over time.  We depend upon information about the characters for the story to continue.  Since we spoke about plot no need to write further. 
 
Enjoyment (10/10).  Why 10/10?  It's my favorite anime of course.  Out of the anime I've watched there has been no other title, that offers as much of a complex or stylistic world.  It makes you happy you are smart, because Saraiya Goyou is extremely sophisticated.  Truly, this show treats us as if we were observers (flies on the wall), of an ethereally suspended place.  It unwraps to reveal a complex puzzle, candidly presented, with pieces faded and hinted scent of sweet, sickly passion.  Words like this better describe the show than using reasoning or logic. 

          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '10', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=256076
203476,yolerMit,7588,"
           
         
           
             
           
         
         
           more pics 
         
       
         
       
         
           Overall 
           10 
         
         
           Story 
           10 
         
                   
             Animation 
             10 
           
           
             Sound 
             8 
           
                 
           Character 
           10 
         
         
           Enjoyment 
           10 
         
       
     

                    
    What an underrated and unpopular anime, which became one of my favorites out of the blue. I will get to the point immidiately. 
 
Story : 10 
Here is a story about a samurai with no self-confidence, who is gradually convinced to join a gang. There is barely any bloodshed, only the everyday lives of the members as they plan their new crimes. In terms of originallity, this anime is the top of the top of the samurai/historical genre. 
 
The purpose of this anime is not only to display the violence or the traditions of the time that it takes place. It is destined to recount the circumstances of each character and justify their way of life and their choices, which adds mystery and suspense to the story as well. 
 
Art : 10 
What can I say about it? I was completely taken by its landscapes, the details of nature-themed scenes as long as the town's buildings - I have never seen so detailed premises in an anime ever before. You may think that it doesn't make a difference, but it is really an eye-candy. 
 
Characters are designed in a very special and unconventional way, too. I found their eyes and hair very interesting, and as with the buildings, it was something I've never seen before. 
 
Sound : 8 
I really liked the themes played subtly throught the episodes. What I found rather odd and not fitting were the opening and ending themes. I think they tried to combine an old era theme with modern music (like Samurai Champloo), but didn't manage to make decent pieces. It was a pity, but didn't affect the overall enjoyment whatsoever. 
 
Character : 10 
The creator of the anime just nailed it. Absolutely likeable and utterly interesting characters. If I ever got into the thug life I would choose these homies. Really. 
 
The main character is a shy ronin, whose lack of self esteem is always mistaken for unreliability and troubles his career. He is struggling to find a master who will keep him as a bodyguard for more than a few days. But, as the story advances, you find out what a heart of pure gold he posesses. He's the kind of guy each of us would like to have as a best friend - you could always rely on him during harships or when you simply wanted someone who would listen to you and encourage you. A guy pretty naive that everyone would tease but love to have around. 
 
He eventually explores the personalities, motives and interesting backrounds of the rest of the gang members, as he is very curious of the people who is involved with and likes to consider them as family. Their characters are not black or white, they may be thieves but each of them could give you the most outstanding lessons about honesty anyone could ever give you. 
 
Enjoyment : 10 
Ι was fascinated. I watched each episode with irreducible interest. I recommend it to everyone.

          
 
       Helpful 
   
      ",10,"{'Overall': '10', 'Story': '10', 'Animation': '10', 'Sound': '8', 'Character': '10', 'Enjoyment': '10'}",https://myanimelist.net/reviews.php?id=203476
